Datetime,DUQ_MW
2014-09-08 01:00:00,1364.0
2014-09-08 02:00:00,1312.0
2014-09-08 03:00:00,1291.0
2014-09-08 04:00:00,1274.0
2014-09-08 05:00:00,1307.0
2014-09-08 06:00:00,1377.0
2014-09-08 07:00:00,1512.0
2014-09-08 08:00:00,1523.0
2014-09-08 09:00:00,1644.0
2014-09-08 10:00:00,1728.0
2014-09-08 11:00:00,1755.0
2014-09-08 12:00:00,1795.0
2014-09-08 13:00:00,1892.0
2014-09-08 14:00:00,1920.0
2014-09-08 15:00:00,1947.0
2014-09-08 16:00:00,1940.0
2014-09-08 17:00:00,1957.0
2014-09-08 18:00:00,1963.0
2014-09-08 19:00:00,1885.0
2014-09-08 20:00:00,1884.0
2014-09-08 21:00:00,1892.0
2014-09-08 22:00:00,1780.0
2014-09-08 23:00:00,1618.0
2014-09-08 00:00:00,1415.0
