Datetime,DUQ_MW
2010-09-07 01:00:00,1327.0
2010-09-07 02:00:00,1267.0
2010-09-07 03:00:00,1228.0
2010-09-07 04:00:00,1244.0
2010-09-07 05:00:00,1252.0
2010-09-07 06:00:00,1348.0
2010-09-07 07:00:00,1488.0
2010-09-07 08:00:00,1587.0
2010-09-07 09:00:00,1659.0
2010-09-07 10:00:00,1788.0
2010-09-07 11:00:00,1868.0
2010-09-07 12:00:00,1959.0
2010-09-07 13:00:00,2045.0
2010-09-07 14:00:00,2139.0
2010-09-07 15:00:00,2202.0
2010-09-07 16:00:00,2307.0
2010-09-07 17:00:00,2336.0
2010-09-07 18:00:00,2343.0
2010-09-07 19:00:00,2288.0
2010-09-07 20:00:00,2275.0
2010-09-07 21:00:00,2273.0
2010-09-07 22:00:00,2164.0
2010-09-07 23:00:00,1992.0
2010-09-07 00:00:00,1404.0
