Datetime,DUQ_MW
2016-01-13 01:00:00,1654.0
2016-01-13 02:00:00,1637.0
2016-01-13 03:00:00,1621.0
2016-01-13 04:00:00,1609.0
2016-01-13 05:00:00,1642.0
2016-01-13 06:00:00,1725.0
2016-01-13 07:00:00,1848.0
2016-01-13 08:00:00,1965.0
2016-01-13 09:00:00,2000.0
2016-01-13 10:00:00,1999.0
2016-01-13 11:00:00,1982.0
2016-01-13 12:00:00,1976.0
2016-01-13 13:00:00,1979.0
2016-01-13 14:00:00,1934.0
2016-01-13 15:00:00,1899.0
2016-01-13 16:00:00,1888.0
2016-01-13 17:00:00,1931.0
2016-01-13 18:00:00,2015.0
2016-01-13 19:00:00,2037.0
2016-01-13 20:00:00,2023.0
2016-01-13 21:00:00,1981.0
2016-01-13 22:00:00,1886.0
2016-01-13 23:00:00,1760.0
2016-01-13 00:00:00,1705.0
