Datetime,DUQ_MW
2015-05-27 01:00:00,1581.0
2015-05-27 02:00:00,1490.0
2015-05-27 03:00:00,1426.0
2015-05-27 04:00:00,1399.0
2015-05-27 05:00:00,1412.0
2015-05-27 06:00:00,1472.0
2015-05-27 07:00:00,1600.0
2015-05-27 08:00:00,1701.0
2015-05-27 09:00:00,1774.0
2015-05-27 10:00:00,1839.0
2015-05-27 11:00:00,1918.0
2015-05-27 12:00:00,1958.0
2015-05-27 13:00:00,2024.0
2015-05-27 14:00:00,2091.0
2015-05-27 15:00:00,2130.0
2015-05-27 16:00:00,2174.0
2015-05-27 17:00:00,2223.0
2015-05-27 18:00:00,2227.0
2015-05-27 19:00:00,2157.0
2015-05-27 20:00:00,2098.0
2015-05-27 21:00:00,2040.0
2015-05-27 22:00:00,2002.0
2015-05-27 23:00:00,1865.0
2015-05-27 00:00:00,1716.0
