Datetime,DUQ_MW
2013-07-18 01:00:00,2022.0
2013-07-18 02:00:00,1939.0
2013-07-18 03:00:00,1874.0
2013-07-18 04:00:00,1833.0
2013-07-18 05:00:00,1819.0
2013-07-18 06:00:00,1872.0
2013-07-18 07:00:00,1954.0
2013-07-18 08:00:00,2079.0
2013-07-18 09:00:00,2250.0
2013-07-18 10:00:00,2431.0
2013-07-18 11:00:00,2600.0
2013-07-18 12:00:00,2751.0
2013-07-18 13:00:00,2836.0
2013-07-18 14:00:00,2899.0
2013-07-18 15:00:00,2940.0
2013-07-18 16:00:00,2951.0
2013-07-18 17:00:00,2931.0
2013-07-18 18:00:00,2915.0
2013-07-18 19:00:00,2891.0
2013-07-18 20:00:00,2851.0
2013-07-18 21:00:00,2797.0
2013-07-18 22:00:00,2739.0
2013-07-18 23:00:00,2605.0
2013-07-18 00:00:00,2207.0
