Datetime,DUQ_MW
2017-06-01 01:00:00,1247.0
2017-06-01 02:00:00,1190.0
2017-06-01 03:00:00,1166.0
2017-06-01 04:00:00,1125.0
2017-06-01 05:00:00,1139.0
2017-06-01 06:00:00,1204.0
2017-06-01 07:00:00,1269.0
2017-06-01 08:00:00,1362.0
2017-06-01 09:00:00,1450.0
2017-06-01 10:00:00,1511.0
2017-06-01 11:00:00,1553.0
2017-06-01 12:00:00,1559.0
2017-06-01 13:00:00,1573.0
2017-06-01 14:00:00,1668.0
2017-06-01 15:00:00,1680.0
2017-06-01 16:00:00,1709.0
2017-06-01 17:00:00,1717.0
2017-06-01 18:00:00,1712.0
2017-06-01 19:00:00,1685.0
2017-06-01 20:00:00,1631.0
2017-06-01 21:00:00,1583.0
2017-06-01 22:00:00,1570.0
2017-06-01 23:00:00,1457.0
2017-06-01 00:00:00,1340.0
