Datetime,DUQ_MW
2014-05-19 01:00:00,1253.0
2014-05-19 02:00:00,1220.0
2014-05-19 03:00:00,1212.0
2014-05-19 04:00:00,1197.0
2014-05-19 05:00:00,1229.0
2014-05-19 06:00:00,1317.0
2014-05-19 07:00:00,1415.0
2014-05-19 08:00:00,1507.0
2014-05-19 09:00:00,1568.0
2014-05-19 10:00:00,1618.0
2014-05-19 11:00:00,1625.0
2014-05-19 12:00:00,1665.0
2014-05-19 13:00:00,1673.0
2014-05-19 14:00:00,1677.0
2014-05-19 15:00:00,1673.0
2014-05-19 16:00:00,1681.0
2014-05-19 17:00:00,1670.0
2014-05-19 18:00:00,1652.0
2014-05-19 19:00:00,1607.0
2014-05-19 20:00:00,1600.0
2014-05-19 21:00:00,1618.0
2014-05-19 22:00:00,1597.0
2014-05-19 23:00:00,1488.0
2014-05-19 00:00:00,1309.0
