Datetime,DUQ_MW
2007-08-26 01:00:00,1873.0
2007-08-26 02:00:00,1779.0
2007-08-26 03:00:00,1687.0
2007-08-26 04:00:00,1618.0
2007-08-26 05:00:00,1591.0
2007-08-26 06:00:00,1556.0
2007-08-26 07:00:00,1554.0
2007-08-26 08:00:00,1565.0
2007-08-26 09:00:00,1622.0
2007-08-26 10:00:00,1691.0
2007-08-26 11:00:00,1790.0
2007-08-26 12:00:00,1896.0
2007-08-26 13:00:00,1963.0
2007-08-26 14:00:00,2035.0
2007-08-26 15:00:00,2058.0
2007-08-26 16:00:00,2111.0
2007-08-26 17:00:00,2144.0
2007-08-26 18:00:00,2167.0
2007-08-26 19:00:00,2125.0
2007-08-26 20:00:00,2045.0
2007-08-26 21:00:00,2048.0
2007-08-26 22:00:00,2008.0
2007-08-26 23:00:00,1882.0
2007-08-26 00:00:00,1989.0
