Datetime,DUQ_MW
2011-09-15 01:00:00,1538.0
2011-09-15 02:00:00,1462.0
2011-09-15 03:00:00,1416.0
2011-09-15 04:00:00,1380.0
2011-09-15 05:00:00,1404.0
2011-09-15 06:00:00,1467.0
2011-09-15 07:00:00,1598.0
2011-09-15 08:00:00,1671.0
2011-09-15 09:00:00,1716.0
2011-09-15 10:00:00,1747.0
2011-09-15 11:00:00,1782.0
2011-09-15 12:00:00,1784.0
2011-09-15 13:00:00,1789.0
2011-09-15 14:00:00,1786.0
2011-09-15 15:00:00,1789.0
2011-09-15 16:00:00,1773.0
2011-09-15 17:00:00,1773.0
2011-09-15 18:00:00,1726.0
2011-09-15 19:00:00,1678.0
2011-09-15 20:00:00,1695.0
2011-09-15 21:00:00,1718.0
2011-09-15 22:00:00,1645.0
2011-09-15 23:00:00,1525.0
2011-09-15 00:00:00,1637.0
