Datetime,DUQ_MW
2011-08-25 01:00:00,1691.0
2011-08-25 02:00:00,1610.0
2011-08-25 03:00:00,1598.0
2011-08-25 04:00:00,1565.0
2011-08-25 05:00:00,1569.0
2011-08-25 06:00:00,1594.0
2011-08-25 07:00:00,1730.0
2011-08-25 08:00:00,1840.0
2011-08-25 09:00:00,1895.0
2011-08-25 10:00:00,1961.0
2011-08-25 11:00:00,2028.0
2011-08-25 12:00:00,2108.0
2011-08-25 13:00:00,2213.0
2011-08-25 14:00:00,2292.0
2011-08-25 15:00:00,2327.0
2011-08-25 16:00:00,2350.0
2011-08-25 17:00:00,2372.0
2011-08-25 18:00:00,2350.0
2011-08-25 19:00:00,2275.0
2011-08-25 20:00:00,2176.0
2011-08-25 21:00:00,2130.0
2011-08-25 22:00:00,2034.0
2011-08-25 23:00:00,1881.0
2011-08-25 00:00:00,1760.0
