Datetime,DUQ_MW
2017-12-25 01:00:00,1322.0
2017-12-25 02:00:00,1292.0
2017-12-25 03:00:00,1281.0
2017-12-25 04:00:00,1287.0
2017-12-25 05:00:00,1302.0
2017-12-25 06:00:00,1343.0
2017-12-25 07:00:00,1387.0
2017-12-25 08:00:00,1431.0
2017-12-25 09:00:00,1468.0
2017-12-25 10:00:00,1508.0
2017-12-25 11:00:00,1532.0
2017-12-25 12:00:00,1541.0
2017-12-25 13:00:00,1527.0
2017-12-25 14:00:00,1505.0
2017-12-25 15:00:00,1504.0
2017-12-25 16:00:00,1505.0
2017-12-25 17:00:00,1529.0
2017-12-25 18:00:00,1606.0
2017-12-25 19:00:00,1611.0
2017-12-25 20:00:00,1610.0
2017-12-25 21:00:00,1618.0
2017-12-25 22:00:00,1608.0
2017-12-25 23:00:00,1571.0
2017-12-25 00:00:00,1373.0
