Datetime,DUQ_MW
2009-07-27 01:00:00,1452.0
2009-07-27 02:00:00,1377.0
2009-07-27 03:00:00,1335.0
2009-07-27 04:00:00,1309.0
2009-07-27 05:00:00,1318.0
2009-07-27 06:00:00,1382.0
2009-07-27 07:00:00,1483.0
2009-07-27 08:00:00,1623.0
2009-07-27 09:00:00,1749.0
2009-07-27 10:00:00,1861.0
2009-07-27 11:00:00,1955.0
2009-07-27 12:00:00,2021.0
2009-07-27 13:00:00,2104.0
2009-07-27 14:00:00,2137.0
2009-07-27 15:00:00,2169.0
2009-07-27 16:00:00,2218.0
2009-07-27 17:00:00,2253.0
2009-07-27 18:00:00,2255.0
2009-07-27 19:00:00,2206.0
2009-07-27 20:00:00,2138.0
2009-07-27 21:00:00,2082.0
2009-07-27 22:00:00,2073.0
2009-07-27 23:00:00,1927.0
2009-07-27 00:00:00,1572.0
