Datetime,DUQ_MW
2007-06-23 01:00:00,1391.0
2007-06-23 02:00:00,1325.0
2007-06-23 03:00:00,1262.0
2007-06-23 04:00:00,1234.0
2007-06-23 05:00:00,1246.0
2007-06-23 06:00:00,1238.0
2007-06-23 07:00:00,1268.0
2007-06-23 08:00:00,1301.0
2007-06-23 09:00:00,1393.0
2007-06-23 10:00:00,1482.0
2007-06-23 11:00:00,1571.0
2007-06-23 12:00:00,1610.0
2007-06-23 13:00:00,1630.0
2007-06-23 14:00:00,1645.0
2007-06-23 15:00:00,1644.0
2007-06-23 16:00:00,1632.0
2007-06-23 17:00:00,1637.0
2007-06-23 18:00:00,1645.0
2007-06-23 19:00:00,1583.0
2007-06-23 20:00:00,1566.0
2007-06-23 21:00:00,1561.0
2007-06-23 22:00:00,1593.0
2007-06-23 23:00:00,1536.0
2007-06-23 00:00:00,1498.0
