Datetime,DUQ_MW
2010-05-06 01:00:00,1429.0
2010-05-06 02:00:00,1354.0
2010-05-06 03:00:00,1308.0
2010-05-06 04:00:00,1264.0
2010-05-06 05:00:00,1250.0
2010-05-06 06:00:00,1334.0
2010-05-06 07:00:00,1456.0
2010-05-06 08:00:00,1533.0
2010-05-06 09:00:00,1640.0
2010-05-06 10:00:00,1718.0
2010-05-06 11:00:00,1752.0
2010-05-06 12:00:00,1771.0
2010-05-06 13:00:00,1795.0
2010-05-06 14:00:00,1808.0
2010-05-06 15:00:00,1814.0
2010-05-06 16:00:00,1797.0
2010-05-06 17:00:00,1785.0
2010-05-06 18:00:00,1753.0
2010-05-06 19:00:00,1693.0
2010-05-06 20:00:00,1673.0
2010-05-06 21:00:00,1684.0
2010-05-06 22:00:00,1631.0
2010-05-06 23:00:00,1500.0
2010-05-06 00:00:00,1509.0
