Datetime,DUQ_MW
2014-09-27 01:00:00,1204.0
2014-09-27 02:00:00,1160.0
2014-09-27 03:00:00,1144.0
2014-09-27 04:00:00,1103.0
2014-09-27 05:00:00,1098.0
2014-09-27 06:00:00,1120.0
2014-09-27 07:00:00,1184.0
2014-09-27 08:00:00,1192.0
2014-09-27 09:00:00,1242.0
2014-09-27 10:00:00,1368.0
2014-09-27 11:00:00,1382.0
2014-09-27 12:00:00,1440.0
2014-09-27 13:00:00,1473.0
2014-09-27 14:00:00,1504.0
2014-09-27 15:00:00,1518.0
2014-09-27 16:00:00,1548.0
2014-09-27 17:00:00,1553.0
2014-09-27 18:00:00,1547.0
2014-09-27 19:00:00,1519.0
2014-09-27 20:00:00,1561.0
2014-09-27 21:00:00,1536.0
2014-09-27 22:00:00,1473.0
2014-09-27 23:00:00,1368.0
2014-09-27 00:00:00,1313.0
