Datetime,DUQ_MW
2017-05-08 01:00:00,1121.0
2017-05-08 02:00:00,1105.0
2017-05-08 03:00:00,1105.0
2017-05-08 04:00:00,1102.0
2017-05-08 05:00:00,1130.0
2017-05-08 06:00:00,1207.0
2017-05-08 07:00:00,1311.0
2017-05-08 08:00:00,1401.0
2017-05-08 09:00:00,1420.0
2017-05-08 10:00:00,1452.0
2017-05-08 11:00:00,1468.0
2017-05-08 12:00:00,1468.0
2017-05-08 13:00:00,1464.0
2017-05-08 14:00:00,1450.0
2017-05-08 15:00:00,1441.0
2017-05-08 16:00:00,1420.0
2017-05-08 17:00:00,1409.0
2017-05-08 18:00:00,1389.0
2017-05-08 19:00:00,1365.0
2017-05-08 20:00:00,1363.0
2017-05-08 21:00:00,1383.0
2017-05-08 22:00:00,1395.0
2017-05-08 23:00:00,1308.0
2017-05-08 00:00:00,1176.0
