Datetime,DUQ_MW
2006-04-25 01:00:00,1236.0
2006-04-25 02:00:00,1177.0
2006-04-25 03:00:00,1187.0
2006-04-25 04:00:00,1173.0
2006-04-25 05:00:00,1197.0
2006-04-25 06:00:00,1285.0
2006-04-25 07:00:00,1384.0
2006-04-25 08:00:00,1482.0
2006-04-25 09:00:00,1540.0
2006-04-25 10:00:00,1585.0
2006-04-25 11:00:00,1623.0
2006-04-25 12:00:00,1639.0
2006-04-25 13:00:00,1667.0
2006-04-25 14:00:00,1681.0
2006-04-25 15:00:00,1645.0
2006-04-25 16:00:00,1641.0
2006-04-25 17:00:00,1624.0
2006-04-25 18:00:00,1617.0
2006-04-25 19:00:00,1598.0
2006-04-25 20:00:00,1592.0
2006-04-25 21:00:00,1613.0
2006-04-25 22:00:00,1575.0
2006-04-25 23:00:00,1497.0
2006-04-25 00:00:00,1318.0
