Datetime,DUQ_MW
2011-08-27 01:00:00,1561.0
2011-08-27 02:00:00,1480.0
2011-08-27 03:00:00,1411.0
2011-08-27 04:00:00,1379.0
2011-08-27 05:00:00,1367.0
2011-08-27 06:00:00,1386.0
2011-08-27 07:00:00,1419.0
2011-08-27 08:00:00,1435.0
2011-08-27 09:00:00,1508.0
2011-08-27 10:00:00,1614.0
2011-08-27 11:00:00,1701.0
2011-08-27 12:00:00,1751.0
2011-08-27 13:00:00,1859.0
2011-08-27 14:00:00,1952.0
2011-08-27 15:00:00,2005.0
2011-08-27 16:00:00,2054.0
2011-08-27 17:00:00,2088.0
2011-08-27 18:00:00,2092.0
2011-08-27 19:00:00,2040.0
2011-08-27 20:00:00,1991.0
2011-08-27 21:00:00,1997.0
2011-08-27 22:00:00,1959.0
2011-08-27 23:00:00,1829.0
2011-08-27 00:00:00,1688.0
