Datetime,DUQ_MW
2008-04-07 01:00:00,1289.0
2008-04-07 02:00:00,1272.0
2008-04-07 03:00:00,1269.0
2008-04-07 04:00:00,1244.0
2008-04-07 05:00:00,1267.0
2008-04-07 06:00:00,1369.0
2008-04-07 07:00:00,1532.0
2008-04-07 08:00:00,1573.0
2008-04-07 09:00:00,1579.0
2008-04-07 10:00:00,1595.0
2008-04-07 11:00:00,1627.0
2008-04-07 12:00:00,1625.0
2008-04-07 13:00:00,1617.0
2008-04-07 14:00:00,1661.0
2008-04-07 15:00:00,1647.0
2008-04-07 16:00:00,1611.0
2008-04-07 17:00:00,1624.0
2008-04-07 18:00:00,1560.0
2008-04-07 19:00:00,1544.0
2008-04-07 20:00:00,1553.0
2008-04-07 21:00:00,1581.0
2008-04-07 22:00:00,1548.0
2008-04-07 23:00:00,1436.0
2008-04-07 00:00:00,1366.0
