Datetime,DUQ_MW
2014-06-03 01:00:00,1587.0
2014-06-03 02:00:00,1508.0
2014-06-03 03:00:00,1471.0
2014-06-03 04:00:00,1436.0
2014-06-03 05:00:00,1455.0
2014-06-03 06:00:00,1540.0
2014-06-03 07:00:00,1660.0
2014-06-03 08:00:00,1763.0
2014-06-03 09:00:00,1815.0
2014-06-03 10:00:00,1914.0
2014-06-03 11:00:00,1995.0
2014-06-03 12:00:00,2054.0
2014-06-03 13:00:00,2160.0
2014-06-03 14:00:00,2221.0
2014-06-03 15:00:00,2289.0
2014-06-03 16:00:00,2349.0
2014-06-03 17:00:00,2384.0
2014-06-03 18:00:00,2343.0
2014-06-03 19:00:00,2284.0
2014-06-03 20:00:00,2217.0
2014-06-03 21:00:00,2128.0
2014-06-03 22:00:00,2121.0
2014-06-03 23:00:00,1959.0
2014-06-03 00:00:00,1720.0
