Datetime,DUQ_MW
2017-09-11 01:00:00,1143.0
2017-09-11 02:00:00,1118.0
2017-09-11 03:00:00,1093.0
2017-09-11 04:00:00,1094.0
2017-09-11 05:00:00,1128.0
2017-09-11 06:00:00,1186.0
2017-09-11 07:00:00,1288.0
2017-09-11 08:00:00,1323.0
2017-09-11 09:00:00,1371.0
2017-09-11 10:00:00,1432.0
2017-09-11 11:00:00,1488.0
2017-09-11 12:00:00,1526.0
2017-09-11 13:00:00,1546.0
2017-09-11 14:00:00,1554.0
2017-09-11 15:00:00,1548.0
2017-09-11 16:00:00,1532.0
2017-09-11 17:00:00,1520.0
2017-09-11 18:00:00,1510.0
2017-09-11 19:00:00,1483.0
2017-09-11 20:00:00,1489.0
2017-09-11 21:00:00,1487.0
2017-09-11 22:00:00,1411.0
2017-09-11 23:00:00,1313.0
2017-09-11 00:00:00,1194.0
