Datetime,DUQ_MW
2016-02-17 01:00:00,1466.0
2016-02-17 02:00:00,1442.0
2016-02-17 03:00:00,1442.0
2016-02-17 04:00:00,1442.0
2016-02-17 05:00:00,1456.0
2016-02-17 06:00:00,1535.0
2016-02-17 07:00:00,1655.0
2016-02-17 08:00:00,1749.0
2016-02-17 09:00:00,1768.0
2016-02-17 10:00:00,1799.0
2016-02-17 11:00:00,1806.0
2016-02-17 12:00:00,1812.0
2016-02-17 13:00:00,1801.0
2016-02-17 14:00:00,1801.0
2016-02-17 15:00:00,1777.0
2016-02-17 16:00:00,1765.0
2016-02-17 17:00:00,1745.0
2016-02-17 18:00:00,1790.0
2016-02-17 19:00:00,1865.0
2016-02-17 20:00:00,1855.0
2016-02-17 21:00:00,1821.0
2016-02-17 22:00:00,1780.0
2016-02-17 23:00:00,1669.0
2016-02-17 00:00:00,1543.0
