Datetime,DUQ_MW
2015-02-19 01:00:00,1877.0
2015-02-19 02:00:00,1833.0
2015-02-19 03:00:00,1812.0
2015-02-19 04:00:00,1814.0
2015-02-19 05:00:00,1852.0
2015-02-19 06:00:00,1932.0
2015-02-19 07:00:00,2023.0
2015-02-19 08:00:00,2093.0
2015-02-19 09:00:00,2137.0
2015-02-19 10:00:00,2168.0
2015-02-19 11:00:00,2175.0
2015-02-19 12:00:00,2191.0
2015-02-19 13:00:00,2190.0
2015-02-19 14:00:00,2188.0
2015-02-19 15:00:00,2180.0
2015-02-19 16:00:00,2186.0
2015-02-19 17:00:00,2196.0
2015-02-19 18:00:00,2228.0
2015-02-19 19:00:00,2314.0
2015-02-19 20:00:00,2313.0
2015-02-19 21:00:00,2278.0
2015-02-19 22:00:00,2218.0
2015-02-19 23:00:00,2109.0
2015-02-19 00:00:00,1931.0
