Datetime,DUQ_MW
2018-06-30 01:00:00,1729.0
2018-06-30 02:00:00,1642.0
2018-06-30 03:00:00,1563.0
2018-06-30 04:00:00,1484.0
2018-06-30 05:00:00,1446.0
2018-06-30 06:00:00,1430.0
2018-06-30 07:00:00,1428.0
2018-06-30 08:00:00,1516.0
2018-06-30 09:00:00,1697.0
2018-06-30 10:00:00,1864.0
2018-06-30 11:00:00,2022.0
2018-06-30 12:00:00,2147.0
2018-06-30 13:00:00,2253.0
2018-06-30 14:00:00,2336.0
2018-06-30 15:00:00,2401.0
2018-06-30 16:00:00,2426.0
2018-06-30 17:00:00,2442.0
2018-06-30 18:00:00,2464.0
2018-06-30 19:00:00,2440.0
2018-06-30 20:00:00,2384.0
2018-06-30 21:00:00,2294.0
2018-06-30 22:00:00,2209.0
2018-06-30 23:00:00,2082.0
2018-06-30 00:00:00,1888.0
