Datetime,AEP_MW
2005-04-01 01:00:00,12770.0
2005-04-01 02:00:00,12446.0
2005-04-01 03:00:00,12381.0
2005-04-01 04:00:00,12289.0
2005-04-01 05:00:00,12720.0
2005-04-01 06:00:00,13491.0
2005-04-01 07:00:00,14863.0
2005-04-01 08:00:00,15514.0
2005-04-01 09:00:00,15641.0
2005-04-01 10:00:00,15559.0
2005-04-01 11:00:00,15530.0
2005-04-01 12:00:00,15343.0
2005-04-01 13:00:00,15186.0
2005-04-01 14:00:00,15026.0
2005-04-01 15:00:00,14845.0
2005-04-01 16:00:00,14830.0
2005-04-01 17:00:00,14898.0
2005-04-01 18:00:00,14921.0
2005-04-01 19:00:00,15298.0
2005-04-01 20:00:00,15803.0
2005-04-01 21:00:00,15635.0
2005-04-01 22:00:00,15335.0
2005-04-01 23:00:00,14600.0
2005-04-01 00:00:00,13434.0
