Datetime,AEP_MW
2008-10-24 01:00:00,14005.0
2008-10-24 02:00:00,13601.0
2008-10-24 03:00:00,13387.0
2008-10-24 04:00:00,13418.0
2008-10-24 05:00:00,13567.0
2008-10-24 06:00:00,14396.0
2008-10-24 07:00:00,15897.0
2008-10-24 08:00:00,16846.0
2008-10-24 09:00:00,16782.0
2008-10-24 10:00:00,16771.0
2008-10-24 11:00:00,16857.0
2008-10-24 12:00:00,16710.0
2008-10-24 13:00:00,16494.0
2008-10-24 14:00:00,16339.0
2008-10-24 15:00:00,16177.0
2008-10-24 16:00:00,16055.0
2008-10-24 17:00:00,16175.0
2008-10-24 18:00:00,16349.0
2008-10-24 19:00:00,16561.0
2008-10-24 20:00:00,16628.0
2008-10-24 21:00:00,16338.0
2008-10-24 22:00:00,15984.0
2008-10-24 23:00:00,15250.0
2008-10-24 00:00:00,14655.0
