Datetime,AEP_MW
2012-09-25 01:00:00,12006.0
2012-09-25 02:00:00,11608.0
2012-09-25 03:00:00,11519.0
2012-09-25 04:00:00,11480.0
2012-09-25 05:00:00,11650.0
2012-09-25 06:00:00,12447.0
2012-09-25 07:00:00,13991.0
2012-09-25 08:00:00,14661.0
2012-09-25 09:00:00,14657.0
2012-09-25 10:00:00,14723.0
2012-09-25 11:00:00,14860.0
2012-09-25 12:00:00,14725.0
2012-09-25 13:00:00,14800.0
2012-09-25 14:00:00,14831.0
2012-09-25 15:00:00,14862.0
2012-09-25 16:00:00,14689.0
2012-09-25 17:00:00,14704.0
2012-09-25 18:00:00,14641.0
2012-09-25 19:00:00,14645.0
2012-09-25 20:00:00,15060.0
2012-09-25 21:00:00,15158.0
2012-09-25 22:00:00,14727.0
2012-09-25 23:00:00,13760.0
2012-09-25 00:00:00,12597.0
