Datetime,AEP_MW
2016-06-08 01:00:00,11886.0
2016-06-08 02:00:00,11260.0
2016-06-08 03:00:00,10919.0
2016-06-08 04:00:00,10877.0
2016-06-08 05:00:00,10846.0
2016-06-08 06:00:00,11384.0
2016-06-08 07:00:00,12014.0
2016-06-08 08:00:00,12645.0
2016-06-08 09:00:00,13192.0
2016-06-08 10:00:00,13540.0
2016-06-08 11:00:00,13907.0
2016-06-08 12:00:00,14032.0
2016-06-08 13:00:00,14283.0
2016-06-08 14:00:00,14418.0
2016-06-08 15:00:00,14479.0
2016-06-08 16:00:00,14550.0
2016-06-08 17:00:00,14691.0
2016-06-08 18:00:00,14681.0
2016-06-08 19:00:00,14669.0
2016-06-08 20:00:00,14428.0
2016-06-08 21:00:00,14084.0
2016-06-08 22:00:00,14063.0
2016-06-08 23:00:00,13376.0
2016-06-08 00:00:00,12648.0
