Datetime,AEP_MW
2007-01-21 01:00:00,15981.0
2007-01-21 02:00:00,15510.0
2007-01-21 03:00:00,15319.0
2007-01-21 04:00:00,15214.0
2007-01-21 05:00:00,15349.0
2007-01-21 06:00:00,15496.0
2007-01-21 07:00:00,15937.0
2007-01-21 08:00:00,16743.0
2007-01-21 09:00:00,17550.0
2007-01-21 10:00:00,17949.0
2007-01-21 11:00:00,18056.0
2007-01-21 12:00:00,18229.0
2007-01-21 13:00:00,18345.0
2007-01-21 14:00:00,18258.0
2007-01-21 15:00:00,18014.0
2007-01-21 16:00:00,17910.0
2007-01-21 17:00:00,18122.0
2007-01-21 18:00:00,18572.0
2007-01-21 19:00:00,19070.0
2007-01-21 20:00:00,18633.0
2007-01-21 21:00:00,18381.0
2007-01-21 22:00:00,17744.0
2007-01-21 23:00:00,16946.0
2007-01-21 00:00:00,16639.0
