Datetime,AEP_MW
2016-11-20 01:00:00,13136.0
2016-11-20 02:00:00,12882.0
2016-11-20 03:00:00,12718.0
2016-11-20 04:00:00,12719.0
2016-11-20 05:00:00,12926.0
2016-11-20 06:00:00,13145.0
2016-11-20 07:00:00,13543.0
2016-11-20 08:00:00,14295.0
2016-11-20 09:00:00,14877.0
2016-11-20 10:00:00,15105.0
2016-11-20 11:00:00,14823.0
2016-11-20 12:00:00,14801.0
2016-11-20 13:00:00,14643.0
2016-11-20 14:00:00,14605.0
2016-11-20 15:00:00,14408.0
2016-11-20 16:00:00,14476.0
2016-11-20 17:00:00,14825.0
2016-11-20 18:00:00,15942.0
2016-11-20 19:00:00,16182.0
2016-11-20 20:00:00,16044.0
2016-11-20 21:00:00,16060.0
2016-11-20 22:00:00,15614.0
2016-11-20 23:00:00,14860.0
2016-11-20 00:00:00,13439.0
