Datetime,AEP_MW
2010-03-25 01:00:00,12949.0
2010-03-25 02:00:00,12550.0
2010-03-25 03:00:00,12450.0
2010-03-25 04:00:00,12395.0
2010-03-25 05:00:00,12732.0
2010-03-25 06:00:00,13616.0
2010-03-25 07:00:00,15186.0
2010-03-25 08:00:00,16214.0
2010-03-25 09:00:00,16151.0
2010-03-25 10:00:00,16039.0
2010-03-25 11:00:00,16040.0
2010-03-25 12:00:00,15872.0
2010-03-25 13:00:00,15643.0
2010-03-25 14:00:00,15701.0
2010-03-25 15:00:00,15540.0
2010-03-25 16:00:00,15450.0
2010-03-25 17:00:00,15405.0
2010-03-25 18:00:00,15628.0
2010-03-25 19:00:00,15863.0
2010-03-25 20:00:00,16159.0
2010-03-25 21:00:00,16504.0
2010-03-25 22:00:00,16242.0
2010-03-25 23:00:00,15484.0
2010-03-25 00:00:00,13584.0
