Datetime,AEP_MW
2015-06-04 01:00:00,12186.0
2015-06-04 02:00:00,11701.0
2015-06-04 03:00:00,11290.0
2015-06-04 04:00:00,11150.0
2015-06-04 05:00:00,11346.0
2015-06-04 06:00:00,11960.0
2015-06-04 07:00:00,12678.0
2015-06-04 08:00:00,13522.0
2015-06-04 09:00:00,14135.0
2015-06-04 10:00:00,14567.0
2015-06-04 11:00:00,15064.0
2015-06-04 12:00:00,15505.0
2015-06-04 13:00:00,15864.0
2015-06-04 14:00:00,16394.0
2015-06-04 15:00:00,16544.0
2015-06-04 16:00:00,16836.0
2015-06-04 17:00:00,16982.0
2015-06-04 18:00:00,16905.0
2015-06-04 19:00:00,16672.0
2015-06-04 20:00:00,16370.0
2015-06-04 21:00:00,16186.0
2015-06-04 22:00:00,16144.0
2015-06-04 23:00:00,15342.0
2015-06-04 00:00:00,13040.0
