Datetime,AEP_MW
2008-09-07 01:00:00,13164.0
2008-09-07 02:00:00,12601.0
2008-09-07 03:00:00,12239.0
2008-09-07 04:00:00,11996.0
2008-09-07 05:00:00,11911.0
2008-09-07 06:00:00,11978.0
2008-09-07 07:00:00,12171.0
2008-09-07 08:00:00,12283.0
2008-09-07 09:00:00,13005.0
2008-09-07 10:00:00,13767.0
2008-09-07 11:00:00,14186.0
2008-09-07 12:00:00,14843.0
2008-09-07 13:00:00,15400.0
2008-09-07 14:00:00,15842.0
2008-09-07 15:00:00,16168.0
2008-09-07 16:00:00,16377.0
2008-09-07 17:00:00,16648.0
2008-09-07 18:00:00,16814.0
2008-09-07 19:00:00,16570.0
2008-09-07 20:00:00,16379.0
2008-09-07 21:00:00,16812.0
2008-09-07 22:00:00,16332.0
2008-09-07 23:00:00,15201.0
2008-09-07 00:00:00,14221.0
