Datetime,AEP_MW
2007-04-20 01:00:00,13803.0
2007-04-20 02:00:00,13343.0
2007-04-20 03:00:00,13281.0
2007-04-20 04:00:00,13349.0
2007-04-20 05:00:00,13669.0
2007-04-20 06:00:00,14625.0
2007-04-20 07:00:00,16297.0
2007-04-20 08:00:00,16838.0
2007-04-20 09:00:00,16891.0
2007-04-20 10:00:00,16512.0
2007-04-20 11:00:00,16145.0
2007-04-20 12:00:00,15871.0
2007-04-20 13:00:00,15708.0
2007-04-20 14:00:00,15581.0
2007-04-20 15:00:00,15361.0
2007-04-20 16:00:00,15174.0
2007-04-20 17:00:00,14995.0
2007-04-20 18:00:00,14752.0
2007-04-20 19:00:00,14535.0
2007-04-20 20:00:00,14509.0
2007-04-20 21:00:00,14963.0
2007-04-20 22:00:00,15318.0
2007-04-20 23:00:00,14506.0
2007-04-20 00:00:00,14502.0
