Datetime,AEP_MW
2014-05-04 01:00:00,10753.0
2014-05-04 02:00:00,10518.0
2014-05-04 03:00:00,10261.0
2014-05-04 04:00:00,10171.0
2014-05-04 05:00:00,10180.0
2014-05-04 06:00:00,10390.0
2014-05-04 07:00:00,10605.0
2014-05-04 08:00:00,11031.0
2014-05-04 09:00:00,11551.0
2014-05-04 10:00:00,11809.0
2014-05-04 11:00:00,11742.0
2014-05-04 12:00:00,11786.0
2014-05-04 13:00:00,11782.0
2014-05-04 14:00:00,11924.0
2014-05-04 15:00:00,11805.0
2014-05-04 16:00:00,11804.0
2014-05-04 17:00:00,11982.0
2014-05-04 18:00:00,12278.0
2014-05-04 19:00:00,12360.0
2014-05-04 20:00:00,12383.0
2014-05-04 21:00:00,12872.0
2014-05-04 22:00:00,13016.0
2014-05-04 23:00:00,12350.0
2014-05-04 00:00:00,11143.0
