Datetime,AEP_MW
2018-04-15 01:00:00,11358.0
2018-04-15 02:00:00,11011.0
2018-04-15 03:00:00,10743.0
2018-04-15 04:00:00,10571.0
2018-04-15 05:00:00,10557.0
2018-04-15 06:00:00,10737.0
2018-04-15 07:00:00,11109.0
2018-04-15 08:00:00,11427.0
2018-04-15 09:00:00,12095.0
2018-04-15 10:00:00,12511.0
2018-04-15 11:00:00,12684.0
2018-04-15 12:00:00,12887.0
2018-04-15 13:00:00,12937.0
2018-04-15 14:00:00,12937.0
2018-04-15 15:00:00,12851.0
2018-04-15 16:00:00,12944.0
2018-04-15 17:00:00,13030.0
2018-04-15 18:00:00,13203.0
2018-04-15 19:00:00,13289.0
2018-04-15 20:00:00,13473.0
2018-04-15 21:00:00,13727.0
2018-04-15 22:00:00,13457.0
2018-04-15 23:00:00,12794.0
2018-04-15 00:00:00,11831.0
