Datetime,AEP_MW
2017-08-18 01:00:00,14910.0
2017-08-18 02:00:00,14131.0
2017-08-18 03:00:00,13650.0
2017-08-18 04:00:00,13353.0
2017-08-18 05:00:00,13355.0
2017-08-18 06:00:00,13976.0
2017-08-18 07:00:00,15138.0
2017-08-18 08:00:00,15654.0
2017-08-18 09:00:00,16351.0
2017-08-18 10:00:00,17107.0
2017-08-18 11:00:00,17947.0
2017-08-18 12:00:00,18474.0
2017-08-18 13:00:00,18921.0
2017-08-18 14:00:00,19519.0
2017-08-18 15:00:00,19801.0
2017-08-18 16:00:00,19847.0
2017-08-18 17:00:00,19765.0
2017-08-18 18:00:00,19524.0
2017-08-18 19:00:00,18980.0
2017-08-18 20:00:00,18179.0
2017-08-18 21:00:00,17481.0
2017-08-18 22:00:00,16964.0
2017-08-18 23:00:00,15695.0
2017-08-18 00:00:00,15850.0
