Datetime,AEP_MW
2005-06-21 01:00:00,13563.0
2005-06-21 02:00:00,12805.0
2005-06-21 03:00:00,12239.0
2005-06-21 04:00:00,12059.0
2005-06-21 05:00:00,11920.0
2005-06-21 06:00:00,12346.0
2005-06-21 07:00:00,12976.0
2005-06-21 08:00:00,14064.0
2005-06-21 09:00:00,14993.0
2005-06-21 10:00:00,15831.0
2005-06-21 11:00:00,16651.0
2005-06-21 12:00:00,17364.0
2005-06-21 13:00:00,18100.0
2005-06-21 14:00:00,18538.0
2005-06-21 15:00:00,18793.0
2005-06-21 16:00:00,18938.0
2005-06-21 17:00:00,19060.0
2005-06-21 18:00:00,18975.0
2005-06-21 19:00:00,18500.0
2005-06-21 20:00:00,17958.0
2005-06-21 21:00:00,17922.0
2005-06-21 22:00:00,17955.0
2005-06-21 23:00:00,17189.0
2005-06-21 00:00:00,14958.0
