Datetime,AEP_MW
2015-04-13 01:00:00,10985.0
2015-04-13 02:00:00,10726.0
2015-04-13 03:00:00,10609.0
2015-04-13 04:00:00,10657.0
2015-04-13 05:00:00,10899.0
2015-04-13 06:00:00,11764.0
2015-04-13 07:00:00,13296.0
2015-04-13 08:00:00,13945.0
2015-04-13 09:00:00,14101.0
2015-04-13 10:00:00,14208.0
2015-04-13 11:00:00,14434.0
2015-04-13 12:00:00,14340.0
2015-04-13 13:00:00,14411.0
2015-04-13 14:00:00,14529.0
2015-04-13 15:00:00,14370.0
2015-04-13 16:00:00,14336.0
2015-04-13 17:00:00,14307.0
2015-04-13 18:00:00,14349.0
2015-04-13 19:00:00,14291.0
2015-04-13 20:00:00,14369.0
2015-04-13 21:00:00,14860.0
2015-04-13 22:00:00,14443.0
2015-04-13 23:00:00,13444.0
2015-04-13 00:00:00,11591.0
