Datetime,AEP_MW
2006-04-26 01:00:00,13267.0
2006-04-26 02:00:00,12881.0
2006-04-26 03:00:00,12688.0
2006-04-26 04:00:00,12546.0
2006-04-26 05:00:00,12861.0
2006-04-26 06:00:00,13668.0
2006-04-26 07:00:00,15267.0
2006-04-26 08:00:00,15813.0
2006-04-26 09:00:00,15915.0
2006-04-26 10:00:00,15939.0
2006-04-26 11:00:00,15843.0
2006-04-26 12:00:00,15623.0
2006-04-26 13:00:00,15403.0
2006-04-26 14:00:00,15537.0
2006-04-26 15:00:00,15307.0
2006-04-26 16:00:00,15103.0
2006-04-26 17:00:00,15002.0
2006-04-26 18:00:00,14925.0
2006-04-26 19:00:00,14941.0
2006-04-26 20:00:00,14950.0
2006-04-26 21:00:00,15522.0
2006-04-26 22:00:00,15740.0
2006-04-26 23:00:00,14842.0
2006-04-26 00:00:00,13909.0
