Datetime,AEP_MW
2014-10-26 01:00:00,11083.0
2014-10-26 02:00:00,10716.0
2014-10-26 03:00:00,10420.0
2014-10-26 04:00:00,10479.0
2014-10-26 05:00:00,10410.0
2014-10-26 06:00:00,10658.0
2014-10-26 07:00:00,11048.0
2014-10-26 08:00:00,11690.0
2014-10-26 09:00:00,12094.0
2014-10-26 10:00:00,12332.0
2014-10-26 11:00:00,12358.0
2014-10-26 12:00:00,12281.0
2014-10-26 13:00:00,12332.0
2014-10-26 14:00:00,12305.0
2014-10-26 15:00:00,12183.0
2014-10-26 16:00:00,12158.0
2014-10-26 17:00:00,12245.0
2014-10-26 18:00:00,12323.0
2014-10-26 19:00:00,12749.0
2014-10-26 20:00:00,13539.0
2014-10-26 21:00:00,13441.0
2014-10-26 22:00:00,13037.0
2014-10-26 23:00:00,12583.0
2014-10-26 00:00:00,11624.0
