Datetime,AEP_MW
2017-09-11 01:00:00,10773.0
2017-09-11 02:00:00,10597.0
2017-09-11 03:00:00,10486.0
2017-09-11 04:00:00,10426.0
2017-09-11 05:00:00,10753.0
2017-09-11 06:00:00,11469.0
2017-09-11 07:00:00,12708.0
2017-09-11 08:00:00,13318.0
2017-09-11 09:00:00,13470.0
2017-09-11 10:00:00,13776.0
2017-09-11 11:00:00,14064.0
2017-09-11 12:00:00,14165.0
2017-09-11 13:00:00,14262.0
2017-09-11 14:00:00,14421.0
2017-09-11 15:00:00,14458.0
2017-09-11 16:00:00,14228.0
2017-09-11 17:00:00,14225.0
2017-09-11 18:00:00,14110.0
2017-09-11 19:00:00,14106.0
2017-09-11 20:00:00,14308.0
2017-09-11 21:00:00,14550.0
2017-09-11 22:00:00,13959.0
2017-09-11 23:00:00,13073.0
2017-09-11 00:00:00,11254.0
