Datetime,AEP_MW
2016-05-05 01:00:00,11755.0
2016-05-05 02:00:00,11454.0
2016-05-05 03:00:00,11272.0
2016-05-05 04:00:00,11259.0
2016-05-05 05:00:00,11585.0
2016-05-05 06:00:00,12299.0
2016-05-05 07:00:00,13580.0
2016-05-05 08:00:00,14223.0
2016-05-05 09:00:00,14281.0
2016-05-05 10:00:00,14363.0
2016-05-05 11:00:00,14322.0
2016-05-05 12:00:00,14360.0
2016-05-05 13:00:00,14301.0
2016-05-05 14:00:00,14205.0
2016-05-05 15:00:00,14002.0
2016-05-05 16:00:00,13850.0
2016-05-05 17:00:00,13805.0
2016-05-05 18:00:00,13821.0
2016-05-05 19:00:00,13662.0
2016-05-05 20:00:00,13785.0
2016-05-05 21:00:00,14141.0
2016-05-05 22:00:00,14215.0
2016-05-05 23:00:00,13324.0
2016-05-05 00:00:00,12250.0
