Datetime,AEP_MW
2005-06-24 01:00:00,14854.0
2005-06-24 02:00:00,13910.0
2005-06-24 03:00:00,13134.0
2005-06-24 04:00:00,12824.0
2005-06-24 05:00:00,12711.0
2005-06-24 06:00:00,13139.0
2005-06-24 07:00:00,13728.0
2005-06-24 08:00:00,14886.0
2005-06-24 09:00:00,15949.0
2005-06-24 10:00:00,16969.0
2005-06-24 11:00:00,18241.0
2005-06-24 12:00:00,19136.0
2005-06-24 13:00:00,19935.0
2005-06-24 14:00:00,20639.0
2005-06-24 15:00:00,21150.0
2005-06-24 16:00:00,21354.0
2005-06-24 17:00:00,21585.0
2005-06-24 18:00:00,21420.0
2005-06-24 19:00:00,20902.0
2005-06-24 20:00:00,20356.0
2005-06-24 21:00:00,19615.0
2005-06-24 22:00:00,19416.0
2005-06-24 23:00:00,18420.0
2005-06-24 00:00:00,16378.0
