Datetime,AEP_MW
2005-06-23 01:00:00,14116.0
2005-06-23 02:00:00,13152.0
2005-06-23 03:00:00,12655.0
2005-06-23 04:00:00,12213.0
2005-06-23 05:00:00,12317.0
2005-06-23 06:00:00,12730.0
2005-06-23 07:00:00,13299.0
2005-06-23 08:00:00,14469.0
2005-06-23 09:00:00,15615.0
2005-06-23 10:00:00,16358.0
2005-06-23 11:00:00,17292.0
2005-06-23 12:00:00,18039.0
2005-06-23 13:00:00,18699.0
2005-06-23 14:00:00,19291.0
2005-06-23 15:00:00,19775.0
2005-06-23 16:00:00,20184.0
2005-06-23 17:00:00,20464.0
2005-06-23 18:00:00,20472.0
2005-06-23 19:00:00,20210.0
2005-06-23 20:00:00,19801.0
2005-06-23 21:00:00,19094.0
2005-06-23 22:00:00,18873.0
2005-06-23 23:00:00,18009.0
2005-06-23 00:00:00,15534.0
