Datetime,DOM_MW
2014-04-23 01:00:00,7466.0
2014-04-23 02:00:00,7105.0
2014-04-23 03:00:00,6920.0
2014-04-23 04:00:00,6804.0
2014-04-23 05:00:00,7020.0
2014-04-23 06:00:00,7683.0
2014-04-23 07:00:00,8683.0
2014-04-23 08:00:00,9152.0
2014-04-23 09:00:00,9252.0
2014-04-23 10:00:00,9339.0
2014-04-23 11:00:00,9446.0
2014-04-23 12:00:00,9414.0
2014-04-23 13:00:00,9361.0
2014-04-23 14:00:00,9339.0
2014-04-23 15:00:00,9295.0
2014-04-23 16:00:00,9304.0
2014-04-23 17:00:00,9355.0
2014-04-23 18:00:00,9352.0
2014-04-23 19:00:00,9348.0
2014-04-23 20:00:00,9438.0
2014-04-23 21:00:00,10052.0
2014-04-23 22:00:00,9702.0
2014-04-23 23:00:00,8941.0
2014-04-23 00:00:00,8072.0
