Datetime,DOM_MW
2017-07-24 01:00:00,11349.0
2017-07-24 02:00:00,10741.0
2017-07-24 03:00:00,10338.0
2017-07-24 04:00:00,10090.0
2017-07-24 05:00:00,10202.0
2017-07-24 06:00:00,10503.0
2017-07-24 07:00:00,11039.0
2017-07-24 08:00:00,11697.0
2017-07-24 09:00:00,12487.0
2017-07-24 10:00:00,13322.0
2017-07-24 11:00:00,14230.0
2017-07-24 12:00:00,14959.0
2017-07-24 13:00:00,15651.0
2017-07-24 14:00:00,16353.0
2017-07-24 15:00:00,16887.0
2017-07-24 16:00:00,17290.0
2017-07-24 17:00:00,17514.0
2017-07-24 18:00:00,17435.0
2017-07-24 19:00:00,17311.0
2017-07-24 20:00:00,16869.0
2017-07-24 21:00:00,16254.0
2017-07-24 22:00:00,15593.0
2017-07-24 23:00:00,14316.0
2017-07-24 00:00:00,12328.0
