Datetime,DOM_MW
2008-06-18 01:00:00,8595.0
2008-06-18 02:00:00,7943.0
2008-06-18 03:00:00,7691.0
2008-06-18 04:00:00,7541.0
2008-06-18 05:00:00,7635.0
2008-06-18 06:00:00,8030.0
2008-06-18 07:00:00,8640.0
2008-06-18 08:00:00,9470.0
2008-06-18 09:00:00,10098.0
2008-06-18 10:00:00,10748.0
2008-06-18 11:00:00,11284.0
2008-06-18 12:00:00,11726.0
2008-06-18 13:00:00,11982.0
2008-06-18 14:00:00,12321.0
2008-06-18 15:00:00,12632.0
2008-06-18 16:00:00,12993.0
2008-06-18 17:00:00,13264.0
2008-06-18 18:00:00,13205.0
2008-06-18 19:00:00,12838.0
2008-06-18 20:00:00,12223.0
2008-06-18 21:00:00,11812.0
2008-06-18 22:00:00,11566.0
2008-06-18 23:00:00,10538.0
2008-06-18 00:00:00,9573.0
