Datetime,DOM_MW
2007-08-21 01:00:00,9832.0
2007-08-21 02:00:00,9307.0
2007-08-21 03:00:00,8944.0
2007-08-21 04:00:00,8844.0
2007-08-21 05:00:00,8957.0
2007-08-21 06:00:00,9423.0
2007-08-21 07:00:00,10208.0
2007-08-21 08:00:00,10831.0
2007-08-21 09:00:00,11446.0
2007-08-21 10:00:00,12118.0
2007-08-21 11:00:00,12723.0
2007-08-21 12:00:00,13406.0
2007-08-21 13:00:00,14058.0
2007-08-21 14:00:00,14652.0
2007-08-21 15:00:00,15083.0
2007-08-21 16:00:00,15365.0
2007-08-21 17:00:00,15357.0
2007-08-21 18:00:00,15128.0
2007-08-21 19:00:00,14574.0
2007-08-21 20:00:00,14016.0
2007-08-21 21:00:00,13587.0
2007-08-21 22:00:00,12707.0
2007-08-21 23:00:00,11675.0
2007-08-21 00:00:00,10591.0
