Datetime,DOM_MW
2011-07-10 01:00:00,10123.0
2011-07-10 02:00:00,9320.0
2011-07-10 03:00:00,8825.0
2011-07-10 04:00:00,8440.0
2011-07-10 05:00:00,8223.0
2011-07-10 06:00:00,8122.0
2011-07-10 07:00:00,8171.0
2011-07-10 08:00:00,8924.0
2011-07-10 09:00:00,10237.0
2011-07-10 10:00:00,11589.0
2011-07-10 11:00:00,12766.0
2011-07-10 12:00:00,13730.0
2011-07-10 13:00:00,14447.0
2011-07-10 14:00:00,14895.0
2011-07-10 15:00:00,15245.0
2011-07-10 16:00:00,15529.0
2011-07-10 17:00:00,15812.0
2011-07-10 18:00:00,16003.0
2011-07-10 19:00:00,15720.0
2011-07-10 20:00:00,15116.0
2011-07-10 21:00:00,14440.0
2011-07-10 22:00:00,14013.0
2011-07-10 23:00:00,12829.0
2011-07-10 00:00:00,11151.0
