Datetime,DOM_MW
2017-09-09 01:00:00,8076.0
2017-09-09 02:00:00,7704.0
2017-09-09 03:00:00,7502.0
2017-09-09 04:00:00,7377.0
2017-09-09 05:00:00,7365.0
2017-09-09 06:00:00,7438.0
2017-09-09 07:00:00,7694.0
2017-09-09 08:00:00,8077.0
2017-09-09 09:00:00,8560.0
2017-09-09 10:00:00,9043.0
2017-09-09 11:00:00,9346.0
2017-09-09 12:00:00,9645.0
2017-09-09 13:00:00,9780.0
2017-09-09 14:00:00,9895.0
2017-09-09 15:00:00,10025.0
2017-09-09 16:00:00,10125.0
2017-09-09 17:00:00,10273.0
2017-09-09 18:00:00,10313.0
2017-09-09 19:00:00,10233.0
2017-09-09 20:00:00,10138.0
2017-09-09 21:00:00,10147.0
2017-09-09 22:00:00,9679.0
2017-09-09 23:00:00,9105.0
2017-09-09 00:00:00,8755.0
