Datetime,DOM_MW
2016-12-10 01:00:00,12512.0
2016-12-10 02:00:00,12351.0
2016-12-10 03:00:00,12256.0
2016-12-10 04:00:00,12407.0
2016-12-10 05:00:00,12731.0
2016-12-10 06:00:00,13207.0
2016-12-10 07:00:00,13965.0
2016-12-10 08:00:00,14499.0
2016-12-10 09:00:00,14408.0
2016-12-10 10:00:00,13744.0
2016-12-10 11:00:00,13015.0
2016-12-10 12:00:00,12366.0
2016-12-10 13:00:00,11941.0
2016-12-10 14:00:00,11518.0
2016-12-10 15:00:00,11292.0
2016-12-10 16:00:00,11552.0
2016-12-10 17:00:00,12437.0
2016-12-10 18:00:00,13729.0
2016-12-10 19:00:00,14068.0
2016-12-10 20:00:00,14134.0
2016-12-10 21:00:00,14196.0
2016-12-10 22:00:00,14026.0
2016-12-10 23:00:00,13603.0
2016-12-10 00:00:00,12915.0
