Datetime,DOM_MW
2007-02-09 01:00:00,13378.0
2007-02-09 02:00:00,13400.0
2007-02-09 03:00:00,13492.0
2007-02-09 04:00:00,13580.0
2007-02-09 05:00:00,13816.0
2007-02-09 06:00:00,14440.0
2007-02-09 07:00:00,15742.0
2007-02-09 08:00:00,16133.0
2007-02-09 09:00:00,15421.0
2007-02-09 10:00:00,14676.0
2007-02-09 11:00:00,14117.0
2007-02-09 12:00:00,13686.0
2007-02-09 13:00:00,13161.0
2007-02-09 14:00:00,12811.0
2007-02-09 15:00:00,12506.0
2007-02-09 16:00:00,12296.0
2007-02-09 17:00:00,12525.0
2007-02-09 18:00:00,13356.0
2007-02-09 19:00:00,14230.0
2007-02-09 20:00:00,14263.0
2007-02-09 21:00:00,14221.0
2007-02-09 22:00:00,13963.0
2007-02-09 23:00:00,13469.0
2007-02-09 00:00:00,13678.0
