Datetime,DOM_MW
2014-06-18 01:00:00,12001.0
2014-06-18 02:00:00,11173.0
2014-06-18 03:00:00,10576.0
2014-06-18 04:00:00,10185.0
2014-06-18 05:00:00,10051.0
2014-06-18 06:00:00,10430.0
2014-06-18 07:00:00,11128.0
2014-06-18 08:00:00,12158.0
2014-06-18 09:00:00,13224.0
2014-06-18 10:00:00,14388.0
2014-06-18 11:00:00,15550.0
2014-06-18 12:00:00,16438.0
2014-06-18 13:00:00,17146.0
2014-06-18 14:00:00,17636.0
2014-06-18 15:00:00,17947.0
2014-06-18 16:00:00,18195.0
2014-06-18 17:00:00,18420.0
2014-06-18 18:00:00,18434.0
2014-06-18 19:00:00,18275.0
2014-06-18 20:00:00,17656.0
2014-06-18 21:00:00,17092.0
2014-06-18 22:00:00,16491.0
2014-06-18 23:00:00,15148.0
2014-06-18 00:00:00,13077.0
