Datetime,DOM_MW
2013-09-14 01:00:00,8359.0
2013-09-14 02:00:00,7838.0
2013-09-14 03:00:00,7495.0
2013-09-14 04:00:00,7322.0
2013-09-14 05:00:00,7192.0
2013-09-14 06:00:00,7290.0
2013-09-14 07:00:00,7543.0
2013-09-14 08:00:00,7863.0
2013-09-14 09:00:00,8581.0
2013-09-14 10:00:00,9055.0
2013-09-14 11:00:00,9384.0
2013-09-14 12:00:00,9624.0
2013-09-14 13:00:00,9734.0
2013-09-14 14:00:00,9828.0
2013-09-14 15:00:00,9981.0
2013-09-14 16:00:00,10103.0
2013-09-14 17:00:00,10286.0
2013-09-14 18:00:00,10206.0
2013-09-14 19:00:00,9904.0
2013-09-14 20:00:00,9965.0
2013-09-14 21:00:00,9905.0
2013-09-14 22:00:00,9420.0
2013-09-14 23:00:00,8725.0
2013-09-14 00:00:00,9093.0
