Datetime,DOM_MW
2008-05-30 01:00:00,7746.0
2008-05-30 02:00:00,7322.0
2008-05-30 03:00:00,7126.0
2008-05-30 04:00:00,7003.0
2008-05-30 05:00:00,7172.0
2008-05-30 06:00:00,7707.0
2008-05-30 07:00:00,8655.0
2008-05-30 08:00:00,9460.0
2008-05-30 09:00:00,9814.0
2008-05-30 10:00:00,10242.0
2008-05-30 11:00:00,10651.0
2008-05-30 12:00:00,11105.0
2008-05-30 13:00:00,11495.0
2008-05-30 14:00:00,11855.0
2008-05-30 15:00:00,12180.0
2008-05-30 16:00:00,12556.0
2008-05-30 17:00:00,12846.0
2008-05-30 18:00:00,12960.0
2008-05-30 19:00:00,12700.0
2008-05-30 20:00:00,12137.0
2008-05-30 21:00:00,11976.0
2008-05-30 22:00:00,11791.0
2008-05-30 23:00:00,10953.0
2008-05-30 00:00:00,8510.0
