Datetime,DOM_MW
2012-07-29 01:00:00,11192.0
2012-07-29 02:00:00,10332.0
2012-07-29 03:00:00,9717.0
2012-07-29 04:00:00,9288.0
2012-07-29 05:00:00,9004.0
2012-07-29 06:00:00,8924.0
2012-07-29 07:00:00,8773.0
2012-07-29 08:00:00,9377.0
2012-07-29 09:00:00,10642.0
2012-07-29 10:00:00,11827.0
2012-07-29 11:00:00,12907.0
2012-07-29 12:00:00,13731.0
2012-07-29 13:00:00,14350.0
2012-07-29 14:00:00,14843.0
2012-07-29 15:00:00,15245.0
2012-07-29 16:00:00,15482.0
2012-07-29 17:00:00,15776.0
2012-07-29 18:00:00,15908.0
2012-07-29 19:00:00,15668.0
2012-07-29 20:00:00,15113.0
2012-07-29 21:00:00,14572.0
2012-07-29 22:00:00,14018.0
2012-07-29 23:00:00,12859.0
2012-07-29 00:00:00,12182.0
