Datetime,DOM_MW
2012-10-21 01:00:00,7318.0
2012-10-21 02:00:00,7049.0
2012-10-21 03:00:00,6903.0
2012-10-21 04:00:00,6881.0
2012-10-21 05:00:00,6944.0
2012-10-21 06:00:00,7193.0
2012-10-21 07:00:00,7562.0
2012-10-21 08:00:00,7992.0
2012-10-21 09:00:00,8522.0
2012-10-21 10:00:00,8731.0
2012-10-21 11:00:00,8770.0
2012-10-21 12:00:00,8701.0
2012-10-21 13:00:00,8644.0
2012-10-21 14:00:00,8611.0
2012-10-21 15:00:00,8562.0
2012-10-21 16:00:00,8516.0
2012-10-21 17:00:00,8653.0
2012-10-21 18:00:00,8802.0
2012-10-21 19:00:00,9363.0
2012-10-21 20:00:00,9773.0
2012-10-21 21:00:00,9526.0
2012-10-21 22:00:00,9052.0
2012-10-21 23:00:00,8428.0
2012-10-21 00:00:00,7773.0
