Datetime,DOM_MW
2010-04-01 01:00:00,7252.0
2010-04-01 02:00:00,6986.0
2010-04-01 03:00:00,6919.0
2010-04-01 04:00:00,6990.0
2010-04-01 05:00:00,7312.0
2010-04-01 06:00:00,8153.0
2010-04-01 07:00:00,9519.0
2010-04-01 08:00:00,10067.0
2010-04-01 09:00:00,9877.0
2010-04-01 10:00:00,9634.0
2010-04-01 11:00:00,9547.0
2010-04-01 12:00:00,9441.0
2010-04-01 13:00:00,9362.0
2010-04-01 14:00:00,9409.0
2010-04-01 15:00:00,9418.0
2010-04-01 16:00:00,9436.0
2010-04-01 17:00:00,9472.0
2010-04-01 18:00:00,9506.0
2010-04-01 19:00:00,9395.0
2010-04-01 20:00:00,9563.0
2010-04-01 21:00:00,9983.0
2010-04-01 22:00:00,9544.0
2010-04-01 23:00:00,8713.0
2010-04-01 00:00:00,7814.0
