Datetime,DOM_MW
2011-09-13 01:00:00,8755.0
2011-09-13 02:00:00,8146.0
2011-09-13 03:00:00,7868.0
2011-09-13 04:00:00,7739.0
2011-09-13 05:00:00,7913.0
2011-09-13 06:00:00,8435.0
2011-09-13 07:00:00,9549.0
2011-09-13 08:00:00,10023.0
2011-09-13 09:00:00,10499.0
2011-09-13 10:00:00,11107.0
2011-09-13 11:00:00,11797.0
2011-09-13 12:00:00,12510.0
2011-09-13 13:00:00,13251.0
2011-09-13 14:00:00,13916.0
2011-09-13 15:00:00,14464.0
2011-09-13 16:00:00,14810.0
2011-09-13 17:00:00,15005.0
2011-09-13 18:00:00,14863.0
2011-09-13 19:00:00,14307.0
2011-09-13 20:00:00,13980.0
2011-09-13 21:00:00,13665.0
2011-09-13 22:00:00,12615.0
2011-09-13 23:00:00,11249.0
2011-09-13 00:00:00,9624.0
