Datetime,DOM_MW
2011-04-16 01:00:00,7393.0
2011-04-16 02:00:00,7018.0
2011-04-16 03:00:00,6800.0
2011-04-16 04:00:00,6740.0
2011-04-16 05:00:00,6806.0
2011-04-16 06:00:00,6985.0
2011-04-16 07:00:00,7361.0
2011-04-16 08:00:00,7862.0
2011-04-16 09:00:00,8640.0
2011-04-16 10:00:00,9077.0
2011-04-16 11:00:00,9404.0
2011-04-16 12:00:00,9459.0
2011-04-16 13:00:00,9378.0
2011-04-16 14:00:00,9212.0
2011-04-16 15:00:00,9071.0
2011-04-16 16:00:00,8946.0
2011-04-16 17:00:00,9036.0
2011-04-16 18:00:00,9139.0
2011-04-16 19:00:00,9042.0
2011-04-16 20:00:00,8989.0
2011-04-16 21:00:00,9147.0
2011-04-16 22:00:00,8922.0
2011-04-16 23:00:00,8448.0
2011-04-16 00:00:00,7987.0
