Datetime,DOM_MW
2006-12-20 01:00:00,9871.0
2006-12-20 02:00:00,9561.0
2006-12-20 03:00:00,9624.0
2006-12-20 04:00:00,9836.0
2006-12-20 05:00:00,10292.0
2006-12-20 06:00:00,11353.0
2006-12-20 07:00:00,12842.0
2006-12-20 08:00:00,13499.0
2006-12-20 09:00:00,13113.0
2006-12-20 10:00:00,12044.0
2006-12-20 11:00:00,11611.0
2006-12-20 12:00:00,11095.0
2006-12-20 13:00:00,10596.0
2006-12-20 14:00:00,10353.0
2006-12-20 15:00:00,10220.0
2006-12-20 16:00:00,10229.0
2006-12-20 17:00:00,10857.0
2006-12-20 18:00:00,12380.0
2006-12-20 19:00:00,12812.0
2006-12-20 20:00:00,12840.0
2006-12-20 21:00:00,12690.0
2006-12-20 22:00:00,12349.0
2006-12-20 23:00:00,11571.0
2006-12-20 00:00:00,10432.0
