Datetime,DOM_MW
2013-10-19 01:00:00,7457.0
2013-10-19 02:00:00,7126.0
2013-10-19 03:00:00,6916.0
2013-10-19 04:00:00,6820.0
2013-10-19 05:00:00,6850.0
2013-10-19 06:00:00,7153.0
2013-10-19 07:00:00,7481.0
2013-10-19 08:00:00,7972.0
2013-10-19 09:00:00,8550.0
2013-10-19 10:00:00,8891.0
2013-10-19 11:00:00,9084.0
2013-10-19 12:00:00,9112.0
2013-10-19 13:00:00,9086.0
2013-10-19 14:00:00,8963.0
2013-10-19 15:00:00,8883.0
2013-10-19 16:00:00,8882.0
2013-10-19 17:00:00,8997.0
2013-10-19 18:00:00,9147.0
2013-10-19 19:00:00,9518.0
2013-10-19 20:00:00,9692.0
2013-10-19 21:00:00,9496.0
2013-10-19 22:00:00,9135.0
2013-10-19 23:00:00,8582.0
2013-10-19 00:00:00,7945.0
