Datetime,DOM_MW
2017-03-15 01:00:00,12556.0
2017-03-15 02:00:00,12659.0
2017-03-15 03:00:00,12924.0
2017-03-15 04:00:00,13313.0
2017-03-15 05:00:00,14014.0
2017-03-15 06:00:00,15120.0
2017-03-15 07:00:00,16486.0
2017-03-15 08:00:00,17124.0
2017-03-15 09:00:00,16641.0
2017-03-15 10:00:00,15940.0
2017-03-15 11:00:00,15288.0
2017-03-15 12:00:00,14946.0
2017-03-15 13:00:00,14518.0
2017-03-15 14:00:00,14107.0
2017-03-15 15:00:00,13813.0
2017-03-15 16:00:00,13484.0
2017-03-15 17:00:00,13429.0
2017-03-15 18:00:00,13521.0
2017-03-15 19:00:00,13866.0
2017-03-15 20:00:00,14724.0
2017-03-15 21:00:00,14968.0
2017-03-15 22:00:00,14539.0
2017-03-15 23:00:00,13947.0
2017-03-15 00:00:00,12701.0
